4424,"Service Aerien Francais","NA","","SHP","SAF","France","N"
4425,"Shanghai Airlines Cargo","NA","","SHQ","SHANGHAI CARGO","China","N"
4426,"Shooter Air Courier","NA","","SHR","SHOOTER","Canada","N"
4427,"Shura Air Transport Services","NA","","SHS","SHURA AIR","Ethiopia","N"
4428,"Sakhalinskie Aviatrassy (SAT)","NA","","SHU","SATAIR","Russia","N"
4429,"SATA Air Acores","NA","SP","SAT","SATA","Portugal","Y"
4430,"Scorpio Aviation","NA","8S","","","","N"
4431,"Shavano Air","NA","","SHV","SHAVANO","United States","N"
4432,"Shawnee Airline","NA","","SHW","SHAWNEE","United States","N"
4433,"Slim Aviation Services","NA","","SHX","SLIM AIR","Nigeria","N"
4434,"Sky Airlines","NA","","SHY","ANTALYA BIRD","Turkey","N"
4435,"Singapore Airlines","NA","SQ","SIA","SINGAPORE","Singapore","Y"
4436,"Sibaviatrans","NA","5M","SIB","SIBAVIA","Russia","Y"
4437,"Sierra Express","NA","","SIE","SEREX","United States","N"
4438,"Skynet Airlines","NA","SI","SIH","BLUEJET","Ireland","Y"
4439,"Seco International","NA","","SIJ","","Japan","N"
4440,"Servicios Aeronauticos Integrales","NA","","SIL","SERVICIOS INTEGRALES","Mexico","N"
4441,"Star Air","NA","","SIM","","Sierra Leone","N"
4442,"Sirio","NA","","SIO","SIRIO","Italy","N"
4443,"Salair","NA","","SIR","SALAIR","United States","N"
4444,"Saber Airlines","NA","","SIS","","Egypt","N"
4445,"SITA","NA","XS","SIT","","Belgium","N"
4446,"Slovenian Armed Forces","NA","","SIV","SLOVENIAN","Slovenia","N"
4447,"Sirio Executive","NA","","SIW","SIRIO EXECUTIVE","Italy","N"
4448,"Servicios Aereos Especiales De Jalisco","NA","","SJA","SERVICIOJAL","Mexico","N"
4449,"Servicios Ejecutivos Continental","NA","","SJC","SERVIEJECUTIVO","Mexico","N"
4450,"Sunair 2001","NA","","SJE","SUNBIZ","South Africa","N"
4451,"Spirit Aviation","NA","","SJJ","SPIRIT JET","United States","N"
4452,"Servicios Especiales Del Pacifico Jalisco","NA","","SJL","SERVICIOS JALISCO","Mexico","N"
4453,"Swiss Jet","NA","","SJT","SWISS JET","Switzerland","N"
4454,"Sriwijaya Air","NA","SJ","SJY","SRIWIJAYA","Indonesia","Y"
4455,"Sama Airlines","NA","ZS","SMY","NAJIM","Saudi Arabia","Y"
4456,"Southern Jersey Airways","NA","","ALC"," Inc.","ACOM","N"
4457,"SPASA","NA","","SPS","SALDUERO","Spain","N"
4458,"Speed Aviation","NA","","SPT","SPEED AVIATION","Bangladesh","N"
4459,"Southeast Airmotive","NA","","SPU","SPUTTER","United States","N"
4460,"Servicios Privados De Aviacion","NA","","SPV","SERVICIOS PRIVADOS","Mexico","N"
4461,"Speedwings","NA","","SPW","SPEEDWING","Switzerland","N"
4462,"Service People Gesselschaft fur Charter und Service","NA","","SPX","","Germany","N"
4463,"Slovak National Aeroclub","NA","","SQA","SLOVAK AEROCLUB","Slovakia","N"
4464,"Singapore Airlines Cargo","NA","SQ","SQC","SINGCARGO","Singapore","Y"
4465,"Slovak Air Force","NA","","SQF","SLOVAK AIRFORCE","Slovakia","N"
4466,"Servicos De Alquiler","NA","","SQL","ALQUILER","Mexico","N"
4467,"Sair Aviation","NA","","SRA","SAIR","Canada","N"
4468,"Searca","NA","","SRC","SEARCA","Colombia","N"
4469,"Siem Reap Airways","NA","FT","SRH","SIEMREAP AIR","Cambodia","Y"
4470,"Sky Work Airlines","SkyWork","SX","SRK","SKYFOX","Switzerland","N"
4471,"Swedline Express","NA","SM","SRL","Starline","Sweden","N"
4472,"Servicios Aeronauticos Aero Personal","NA","","SRL","SERVICIOS PERSONAL","Mexico","N"
4473,"Sirair","NA","","SRN","SIRAIR","Russia","N"
4474,"Servicios Aereos Ejecutivos Saereo","NA","","SRO","SAEREO","Ecuador","N"
4475,"South East Asian Airlines","NA","DG","SRQ","SEAIR","Philippines","Y"
4476,"Star Air","NA","","SRR","WHITESTAR","Denmark","N"
4477,"Selkirk Remote Sensing","NA","","SRS","PHOTO CHARLIE","Canada","N"
4478,"Star Up","NA","","SRU","STAR-UP","Peru","N"
4479,"Sarit Airlines","NA","","SRW","SARIA","Sudan","N"
4480,"Sierra Expressway Airlines","NA","","SRX","SIERRA EX","United States","N"
4481,"Strato Air Services","NA","","SRZ","STRATO","South Africa","N"
4482,"Sasair","NA","","SSB","SASIR","Canada","N"
4483,"Southern Seaplane","NA","","SSC","SOUTHERN SKIES","United States","N"
4484,"Star Service International","NA","","SSD","STAR SERVICE","France","N"
4485,"Servicios Aereos Sunset","NA","","SSE","SUNSET","Mexico","N"
4486,"Severstal","NA","","SSF","SEVERSTAL","Russia","N"
4487,"Slovak Government Flying Service","NA","","SSG","SLOVAK GOVERNMENT","Slovakia","N"
4488,"SwedJet Airways","NA","VD","BBB","BLACKBIRD","Sweden","N"
4489,"Skystar International","NA","","SSK","SKYSTAR","United States","N"
4490,"Special Scope Limited","NA","","SSO","DOPE","United Kingdom","N"
4491,"Starspeed","NA","","SSP","STARSPEED","United Kingdom","N"
4492,"Sunstate Airlines","NA","","SSQ","SUNSTATE","Australia","N"
4493,"SAESA","NA","","SSS","SAESA","Spain","N"
4494,"Sunwest Airlines","NA","","SST","SUNFLIGHT","Canada","N"
4495,"SASCA","NA","","SSU","SASCA","Venezuela","N"
4496,"Skyservice Airlines","NA","5G","SSV","SKYTOUR","Canada","Y"
4497,"Streamline Aviation","NA","","SSW","STREAMLINE","United Kingdom","N"
4498,"Sky Aviation","NA","","SSY","SIERRA SKY","Sierra Leone","N"
4499,"Specsavers Aviation","NA","","SSZ","SPECSAVERS","United Kingdom","N"
4500,"Star Aviation","NA","","STA","STAR","United Kingdom","N"
4501,"Status-Alpha Airline","NA","","STB","STATUS-ALPHA","Ukraine","N"
4502,"Stadium City Limited","NA","","STC","STADIUM","United Kingdom","N"
4503,"Servicios De Aerotransportacion De Aguascalientes","NA","","STD","AERO AGUASCALINETES","Mexico","N"
4504,"Semitool Europe","NA","","STE","SEMITRANS","United Kingdom","N"
4505,"SFT-Sudanese Flight","NA","","STF","","Sudan","N"
4506,"Sedalia","NA","","STG"," Marshall"," Boonville Stage Line","N"
4507,"South-Airlines","NA","","STH","","Armenia","N"
4508,"Sontair","NA","","STI","SONTAIR","Canada","N"
4509,"Sella Aviation","NA","","STJ","STELLAVIA","Netherlands","N"
4510,"Stapleford Flight Centre","NA","","STL","STAPLEFORD","United Kingdom","N"
4511,"Streamline Ops","NA","","STO","SLOPS","Russia","N"
4512,"Star Air","NA","","STQ","STERA","Indonesia","N"
4513,"Servicios de Transportes A","NA","FS","STU","FUEGUINO","Argentina","Y"
4514,"Star African Air","NA","","STU","STARSOM","Somali Republic","N"
4515,"Southern Aviation","NA","","STV","SOUTHERN AVIATION","Ghana","N"
4516,"South West Air Corporation","NA","","STW","SIERRA WHISKEY","Philippines","N"
4517,"Stars Away Aviation","NA","","STX","STARSAWAY","South Africa","N"
4518,"Styrian Airways","NA","","STY","STYRIAN","Austria","N"
4519,"Silesia Air","NA","","SUA","AIR SILESIA","Czech Republic","N"
4520,"Suburban Air Freight","NA","","SUB","SUB AIR","United States","N"
4521,"Sudan Airways","NA","SD","SUD","SUDANAIR","Sudan","Y"
4522,"Sun Air (Fiji)","NA","PI","SUF","SUNFLOWER","Fiji","N"
4523,"Sunu Air","NA","","SUG","SUNU AIR","Senegal","N"
4524,"Sun Light","NA","","SUH","LIGHT AIR","Kyrgyzstan","N"
4525,"Swiss Air Force","NA","","SUI","SWISS AIR FORCE","Switzerland","N"
4526,"Superior Aviation Services","NA","","SUK","SKYCARGO","Kenya","N"
4527,"State Unitary Air Enterprise","NA","","SUM","SUMES","Russia","N"
4528,"Sun Air","NA","","SUR","","Egypt","N"
4529,"Sun Air of Scandinavia","NA","EZ","SUS","SUNSCAN","Denmark","N"
4530,"Sistemas Aeronauuticos 2000","NA","","SUT","SISTEMAS AERONAUTICOS","Mexico","N"
4531,"Star West Aviation","NA","","SUU","SUNSTAR","United States","N"
4532,"Sundance Air","NA","","SUV","DANCEAIR","Venezuela","N"
4533,"Saudi Arabian Airlines","NA","SV","SVA","SAUDIA","Saudi Arabia","Y"
4534,"St. Vincent Grenadines Air (1990)","NA","","SVD","GRENADINES","Saint Vincent and the Grenadines","N"
4535,"Swedish Armed Forces","NA","","SVF","SWEDEFORCE","Sweden","N"
4536,"Sahel Airlines","NA","","AWJ","SAHEL AIRLINES","Niger","N"
4537,"Sterling Helicopters","NA","","SVH","SILVER","United Kingdom","N"
4538,"Servicios De Transporte Aereo","NA","","SVI","SETRA","Mexico","N"
4539,"Sabre Pacific","NA","","APD","","Australia","N"
4540,"Silver Air","NA","","SVJ","","Djibouti","N"
4541,"Sevastopol-Avia","NA","","SVL","SEVAVIA","Ukraine","N"
4542,"Savanair (Angola)","NA","","SVN","SAVANAIR","Angola","N"
4543,"Servicios Aeronauticos De Oriente","NA","","SVO","SERVIORIENTE","Mexico","N"
4544,"Servicios Aereos Saar","NA","","SVS","AEREOS SAAR","Mexico","N"
4545,"Seven Four Eight Air Services","NA","","SVT","SIERRA SERVICES","Luxembourg","N"
4546,"Security Aviation","NA","","SVX","SECURITY AIR","United States","N"
4547,"Southwest Airlines","NA","WN","SWA","SOUTHWEST","United States","Y"
4548,"Swissboogie Parapro","NA","","SWB","SWISSBOOGIE","Switzerland","N"
4549,"South West Air","NA","","SWC","SAINT CLAIR","Canada","N"
4550,"Southern Winds Airlines","NA","A4","SWD","SOUTHERN WINDS","Argentina","Y"
4551,"Swedeways","NA","","SWE","SWEDELINE","Sweden","N"
4552,"Spurling Aviation","NA","","ASL","AIR SEATTLE","United States","N"
4553,"Sunwing Airlines","NA","WG","SWG","SUNWING","Canada","N"
4554,"Sunworld Airlines","NA","","SWI","SUNWORLD","United States","N"
4555,"Stateswest Airlines","NA","","SWJ","STATES","United States","N"
4556,"Surninam International Victory Airline","NA","","SWO","SIVA","Suriname","N"
4557,"Star Work Sky","NA","","SWP","STAR WORK","Italy","N"
4558,"Swift Air (Interstate Equipment Leasing)","NA","","SWQ","SWIFTFLIGHT","United States","N"
4559,"Swiss International Air Lines","Swiss Airlines","LX","SWR","SWISS","Switzerland","Y"
4560,"Swissair","NA","SR","SWR","Swissair","Switzerland","Y"
4561,"Sunwest Aviation (Lindquist Investment)","NA","","SWS","SUNNY WEST","United States","N"
4562,"Swiftair","NA","","SWT","SWIFT","Spain","N"
4563,"Swiss European Air Lines","Swiss European","","SWU","EUROSWISS","Switzerland","Y"
4564,"Swe Fly","NA","WV","SWV","FLYING SWEDE","Sweden","Y"
4565,"Shovkoviy Shlyah","NA","S8","SWW","WAY AERO","Ukraine","N"
4566,"Swazi Express Airways","NA","","SWX","SWAZI EXPRESS","Swaziland","N"
4567,"Sky Jet","NA","","SWY","SWISSLINK","Switzerland","N"
4568,"Servair","NA","","SWZ"," Private Charter","SWISSBIRD","N"
4569,"Southern Cross Aviation","NA","","SXA","FERRY","United States","N"
4570,"Sky Exec Aviation Services","NA","","SXC","SKY EXEC","Nigeria","N"
4571,"Southeast Express Airlines","NA","","SXE","DOGWOOD EXPRESS","United States","N"
4572,"Servicios Aereos Sepecializados Mexicanos","NA","","SXM","SERVIMEX","Mexico","N"
4573,"SunExpress","NA","XQ","SXS","SUNEXPRESS","Turkey","Y"
4574,"Servicios De Taxi Aereo","NA","","SXT","SERTA","Mexico","N"
4575,"Satellite Aero","NA","","SXX","SATELLITE EXPRESS","United States","N"
4576,"Safari Express Cargo","NA","","SXY","SAFARI EXPRESS","Kenya","N"
4577,"Skyways","NA","","SYA","LINEAS CARDINAL","Argentina","N"
4578,"Systec 2000","NA","","SYC","SYSTEC","United States","N"
4579,"Sheba Aviation","NA","","SYE","","Yemen","N"
4580,"Sky One Express Airlines","NA","","SYF","SKY FIRST","United States","N"
4581,"Synergy Aviation","NA","","SYG","SYNERGY","United Kingdom","N"
4582,"Sonalysts","NA","","SYI","","United States","N"
4583,"Slate Falls Airways","NA","","SYJ","","Canada","N"
4584,"Satsair","NA","","SYK","AEROCAB","United States","N"
4585,"Syncrude Canada","NA","","SYN","SYNCRUDE","Canada","N"
4586,"Syrian Arab Airlines","NA","RB","SYR","SYRIANAIR","Syrian Arab Republic","Y"
4587,"Shawbury Flying Training Unit","NA","","SYS","SHAWBURY","United Kingdom","N"
4588,"Special Aviation Systems","NA","","SYV","SPECIAL SYSTEM","United States","N"
4589,"Skywalk Airlines","NA","AL","SYX","SKYWAY-EX","United States","Y"
4590,"Silk Way Airlines","NA","ZP","AZQ","SILK LINE","Azerbaijan","N"
4591,"South African Historic Flight","NA","","SYY","SKY COACH","South Africa","N"
4592,"Servicios Aeronauticos Z","NA","","SZT","AERO ZEE","Mexico","N"
4593,"Specavia Air Company","NA","","BHV","AVIASPEC","Russia","N"
4594,"Starair","NA","","BLY","BLARNEY","Ireland","N"
4595,"Sundance Air","NA","","BNC","BARNACLE AIR","United States","N"
4596,"Samara Airlines","NA","E5","BRZ","BERYOZA","Russia","N"
4597,"Spark+ Joint-Stock Company","NA","","BVV","SPARK","Russia","N"
4598,"Swedish Civil Aviation Administration","NA","","CBN","CALIBRATION","Sweden","N"
4599,"Shandong Airlines","NA","SC","CDG","SHANDONG","China","Y"
4600,"Spectrem Air","NA","","CDS","SPECDAS","South Africa","N"
4601,"Servicios Aereos Centrales","NA","","CEE","CENTRA AEREOS","Mexico","N"
4602,"Swedish Airlines","NA","","CFL","SWEDISH","Sweden","N"
4603,"Seagle Air","NA","","CGL","SEAGLE","Slovakia","N"
4604,"Sirius-Aero","NA","","CIG","SIRIUS AERO","Russia","N"
4605,"Sunwest Home Aviation","NA","","CNK","CHINOOK","Canada","N"
4606,"SAS Braathens","NA","","CNO","SCANOR","Norway","Y"
4607,"Spring Airlines","NA","9S","CQH","AIR SPRING","China","Y"
4608,"Sichuan Airlines","NA","3U","CSC","SI CHUAN","China","Y"
4609,"Shanghai Airlines","NA","FM","CSH","SHANGHAI AIR","China","Y"
4610,"Shuangyang General Aviation","NA","","CSY","SHUANGYANG","China","N"
4611,"Shenzhen Airlines","NA","ZH","CSZ","SHENZHEN AIR","China","Y"
4612,"Shanxi Airlines","NA","8C","CXI","SHANXI","China","N"
4613,"Sioux Falls Aviation","NA","","DKT","DAKOTA","United States","N"
4614,"Servicios Aereos Elite","NA","","DKY","DAKOY","Spain","N"
4615,"Servicios Aereos Denim","NA","","DNI","AERO DENIM","Mexico","N"
4616,"Swiss Eagle","NA","","EAB","SWISS EAGLE","Switzerland","N"
4617,"Skypower Express Airways","NA","","EAN","NIGERIA EXPRESS","Nigeria","N"
4618,"Scenic Air","NA","","ENR","","Namibia","N"
4619,"Sun D'Or","NA","7L","ERO","ECHO ROMEO","Israel","Y"
4620,"SkyEurope","NA","NE","ESK","RELAX","Slovakia","Y"
4621,"Sunshine Express Airlines","NA","CQ","EXL","","Australia","N"
4622,"South African Express","NA","","EXY","EXPRESSWAYS","South Africa","N"
4623,"Stuttgarter Flugdienst","NA","","FFD","FIRST FLIGHT","Germany","N"
4624,"Shalom Air Services","NA","","FFH","PEACE AIR","Nigeria","N"
4625,"Silverjet","NA","","FJE","ENVOY","United Kingdom","N"
4626,"Sky Bus","NA","","FLH","MILE HIGH","United States","N"
4627,"South Coast Aviation","NA","","GAD","SOUTHCOAST","United Kingdom","N"
4628,"Servicios Aereos Gadel","NA","","GDE","GADEL","Mexico","N"
4629,"S.P. Aviation","NA","","GDG","GOLDEN GATE","United States","N"
4630,"Seba Airlines","NA","","GIK","SEBA","Guinea","N"
4631,"Servicios Aereos Gana","NA","","GNA","SERVIGANA","Mexico","N"
4632,"Sky Wings Airlines","NA","","GSW","","Greece","N"
4633,"Star XL German Airlines","NA","","GXL","STARDUST","Germany","N"
4634,"Skyhaul","NA","","HAU","SKYHAUL","Japan","N"
4635,"Starship","NA","","HIP","STARSA","Mexico","N"
4636,"Servicios Ejecutivos Gosa","NA","","HJE","GOSA","Mexico","N"
4637,"Superior Aviation","NA","SO","HKA","SPEND AIR","United States","N"
4638,"Samaritan Air Service","NA","","HLO","HALO","Canada","N"
4639,"Skyraidybos Mokymo Centras","NA","","HRI","HELIRIM","Lithuania","N"
4640,"Sky Europe Airlines","NA","","HSK","MATRA","Slovakia","Y"
4641,"Svenska Direktflyg","NA","","HSV","HIGHSWEDE","Sweden","N"
4642,"Sky Helicopteros","NA","","HSY","HELISKY","Spain","N"
4643,"Skytaxi","NA","","IGA","IGUANA","Poland","N"
4644,"Silvair","NA","","IJS","","United States","N"
4645,"Servicios Aereos Ilsa","NA","","ILS","SERVICIOS ILSA","Mexico","N"
4646,"Sincom-Avia","NA","","INK","SINCOM AVIA","Ukraine","N"
4647,"Safat Airlines","NA","","IRV","SAFAT AIR","Iran","N"
4648,"Saha Airlines Services","NA","","IRZ","SAHA","Iran","N"
4649,"Sunline Express","NA","","JAM","SUNTRACK","Kenya","N"
4650,"Secure Air Charter","NA","","JCM","SECUREAIR","United States","N"
4651,"Sark International Airways","NA","","JIM","SARK","United Kingdom","N"
4652,"Spanair","NA","JK","JKK","SPANAIR","Spain","Y"
4653,"Salem","NA","","KKS","KOKSHE","Kazakhstan","N"
4654,"Servicios Aereos Copters","NA","","KOP","COPTERS","Chile","N"
4655,"Servicios Aereos Expecializados En Transportes Petroleros","NA","","KSP","SAEP","Colombia","N"
4656,"Skybridge Airops","NA","","KYB","SKY AIROPS","Italy","N"
4657,"Sky Aeronautical Services","NA","","KYR","SKY AERONAUTICAL","Mexico","N"
4658,"Servicios Aereos Ejecutivos De La Laguna","NA","","LGU","LAGUNA","Mexico","N"
4659,"Servico Leo Lopex","NA","","LLA","LEO LOPOZ","Mexico","N"
4660,"Servicios Aereos Estrella","NA","","LLS","SERVIESTRELLA","Mexico","N"
4661,"South African Air Force","NA","","LMG","SOUTH AFRICAN","South Africa","N"
4662,"Sky Limo Corporation","NA","","LMO","SKY LIMO","United States","N"
4663,"SANSA","NA","","LRS","","Costa Rica","N"
4664,"Spectrum Aviation Incorporated","NA","","LSP","AIR TONY","United Kingdom","N"
4665,"SOS Helikoptern Gotland","NA","","MCG","MEDICOPTER","Sweden","N"
4666,"Sundt Air","NA","","MDT","MIDNIGHT","Norway","N"
4667,"Servicios Aereos Milenio","NA","","MLO","MILENIO","Mexico","N"
4668,"SAAD (A320) Limited","NA","","MMS","MUSAAD AIR","Cayman Islands","N"
4669,"Servicios Aereos Moritani","NA","","MRI","MORITANI","Mexico","N"
4670,"San Juan Airlines","NA","2G","MRR","MARINER","United States","N"
4671,"Servico Aereo Regional","NA","","MSG","SAR-REGIONAL","Mozambique","N"
4672,"Servicio De Viglancia Aerea Del Ministerio De Seguridad Publica","NA","","MSP","SEGURIDAD","Costa Rica","N"
4673,"Servicios Aereos MTT","NA","","MTG","","Mexico","N"
4674,"Sabre Pacific","NA","1Z","","","Australia","N"
4675,"Sabre","NA","1S","","","United States","N"
4676,"Sierra Nevada Airlines","NA","1I","","","United States","N"
4677,"Siren-Travel","NA","1H","","","Russia","N"
4678,"Sirena","NA","1Q","","","Russia","N"
4679,"Sky Trek International Airlines","NA","1I","","","","N"
4680,"Southern Cross Distribution","NA","1K","","","Australia","N"
4681,"Sutra","NA","1K","","","United States","N"
4682,"SNCF","NA","2C","","","France","N"
4683,"Star Equatorial Airlines","NA","2S","","","Guinea","N"
4684,"Seulawah Nad Air","NA","","NAD","SEULAWAH","Indonesia","N"
4685,"Servicios Aereos del Nazas SA de CV","NA","","NAZ","NAZAS","Mexico","N"
4686,"Simpson Air Ltd","NA","","NCS","COMMUTER-CANADA","Canada","N"
4687,"Spirit Airlines","NA","NK","NKS","SPIRIT WINGS","United States","Y"
4688,"Servicios Aereos Latinoamericanos","NA","","NON","SERVICIOS LATINO","Mexico","N"
4689,"Servicios Aereos Monarrez","NA","","NRZ","MONARREZ","Mexico","N"
4690,"Societe De Transport Aerien De Mauritanie","NA","","NSC","TRANS-SOCIETE","Mauritania","N"
4691,"SATENA","NA","9R","NSE","SATENA","Colombia","Y"
4692,"Servicios Aereos Del Norte","NA","","NTB","SERVINORTE","Mexico","N"
4693,"Servicios Intergrales De Aviacion","NA","","NTG","INTERGRALES","Mexico","N"
4694,"Slok Air Gambia","NA","S0","OKS","SLOK GAMBIA","Gambia","N"
4695,"Soko Aviation","NA","","OKT","SOKO AIR","Spain","N"
4696,"Solar Cargo","NA","","OLC","SOLARCARGO","Venezuela","N"
4697,"Soloflight","NA","","OLO","SOLO","United Kingdom","N"
4698,"Sonnig SA","NA","","ONG","SONNIG","Switzerland","N"
4699,"Sosoliso Airlines","NA","SO","OSL","SOSOLISO","Nigeria","N"
4700,"Servicios Aereos Noticiosos","NA","","OSS","NOTICIOSOS","Mexico","N"
4701,"South Airlines","NA","","OTL","SOUTHLINE","Ukraine","N"
4702,"Skywest Airlines","NA","","OZW","OZWEST","Australia","Y"
4703,"Sokol","NA","","PIV","AEROSOKOL","Russia","N"
4704,"South Carolina Aeronautics Commission","NA","","PLT","PALMETTO","United States","N"
4705,"Servicios Aereos Premier","NA","","PMR","SERVICIOS PREMIER","Mexico","N"
4706,"Survey Udara (Penas)","NA","","PNS","PENAS","Indonesia","N"
4707,"Servicios Aereos Poblanos","NA","","POB","POBLANOS","Mexico","N"
4708,"Servicios Aereos Profesionales","NA","","PSV","PROSERVICIOS","Dominican Republic","N"
4709,"Southeastern Airways","NA","","PTM","POSTMAN","United States","N"
4710,"Spurwing Airlines","NA","","PUR","SPURWING","South Africa","N"
4711,"Sky Trek International Airlines","NA","1I","PZR","PHAZER","United States","N"
4712,"Shandong Airlines Rainbow Jet","NA","","RBW","CAI HONG","China","N"
4713,"SA Airlink Regional","NA","","REJ","REGIONAL LINK","South Africa","N"
4714,"Servicio Aereo Regional Regair","NA","","RER","REGAIR","Ecuador","N"
4715,"Scoala Superioara De Aviatie Civila","NA","","RFT","ROMANIAN ACADEMY","Romania","N"
4716,"Servicios Aereos Regiomontanos","NA","","RGC","REGIOMONTANO","Mexico","N"
4717,"S-Air","NA","","RLS","S-AIRLINES","Russia","N"
4718,"Servicios De Rampa Y Mostrador","NA","","RMP","SERAMSA","Mexico","N"
4719,"SNAS Aviation","NA","","RSE","RED SEA","Saudi Arabia","N"
4720,"Skybus Airlines","NA","SX","SKB","SKYBUS","United States","N"
4721,"Skymaster Air Lines","NA","","SKC","SKYMASTER AIR","United States","N"
4722,"Sky Harbor Air Service","NA","","SKD","SKY DAWG","United States","N"
4723,"Sky Tours","NA","","SKE","SKYISLE","United States","N"
4724,"Sakaviaservice","NA","","AZG","SAKSERVICE","Georgia","N"
4725,"Skycraft","NA","","SKF","SKYCRAFT","United States","N"
4726,"Skycraft Air Transport","NA","","SKG","SKYCRAFT-CANADA","Canada","N"
4727,"Skyking","NA","","SKI","SKYKING","United Kingdom","N"
4728,"SkyKing Turks and Caicos Airways","NA","RU","SKI","SKYKING","Turks and Caicos Islands","N"
4729,"Skylink Aviation","NA","","SKK","SKYLINK","Canada","N"
4730,"Skycharter (Malton)","NA","","SKL","SKYCHARTER","Canada","N"
4731,"Skyline Aviation Services","NA","","SKN","SKYLINER","United States","N"
4732,"Scottish Airways Flyers","NA","","SKO","SKYWORK","United Kingdom","N"
4733,"Skyscapes Air Charters","NA","","SKR","SKYSCAPES","South Africa","N"
4734,"Sky Service","NA","","SKS","SKY SERVICE","Belgium","N"
4735,"Santa Barbara Airlines","NA","S3","BBR","SANTA BARBARA","Venezuela","Y"
4736,"Skystar Airways","NA","","SKT","SKY YOU","Thailand","N"
4737,"Sky Airline","NA","H2","SKU","AEROSKY","Chile","Y"
4738,"SkyWest","NA","OO","SKW","SKYWEST","United States","Y"
4739,"Skyways Express","NA","JZ","SKX","SKY EXPRESS","Sweden","Y"
4740,"Skymark Airlines","NA","BC","SKY","SKYMARK","Japan","Y"
4741,"Skyway Enterprises","NA","","SKZ","SKYWAY-INC","United States","N"
4742,"Sierra National Airlines","NA","LJ","SLA","SELAIR","Sierra Leone","N"
4743,"Slok Air","NA","","SLB","SLOK AIR","Nigeria","N"
4744,"Silver Air","NA","","SLD","SILVERLINE","Czech Republic","N"
4745,"Streamline","NA","","SLE","SLIPSTREAM","South Africa","N"
4746,"Starfly","NA","","SLF","ELISTARFLY","Italy","N"
4747,"Saskatchewan Government","NA","","SLG","LIFEGUARD","Canada","N"
4748,"Silverhawk Aviation","NA","","SLH","SILVERHAWK","United States","N"
4749,"Servicios Aereos de Los Angeles","NA","","AGE","AEROANGEL","Mexico","N"
4750,"SilkAir","NA","MI","SLK","SILKAIR","Singapore","Y"
4751,"Slovak Airlines","NA","6Q","SLL","SLOV LINE","Slovakia","N"
4752,"Surinam Airways","NA","PY","SLM","SURINAM","Suriname","Y"
4753,"Sloane Aviation","NA","","SLN","SLOANE","United Kingdom","N"
4754,"Salpa Aviation","NA","","SLP","SALPA","Sudan","N"
4755,"Servicios Aereos Slainte","NA","","SLS","SERVICIOS SLAINTE","Mexico","N"
4756,"Stella Aviation","NA","","SLV","AVISTELLA","Mauritania","N"
4757,"Salama Airlines Nigeria","NA","","SLW","SALMA AIR","Nigeria","N"
4758,"Sete Linhas Aereas","NA","","SLX","SETE","Brazil","N"
4759,"Sky Line for Air Services","NA","","SLY","SKYCO","Sudan","N"
4760,"Super Luza","NA","","SLZ","LUZA","Angola","N"
4761,"SMA Airlines","NA","","SMA","SESAME","Nigeria","N"
4762,"Sabang Merauke Raya Air Charter","NA","","SMC","SAMER","Indonesia","N"
4763,"Servicios Aereos La Marquesa","NA","","SMD","SERVICIOS MARQUESA","Mexico","N"
4764,"Servant Air","NA","8D","","","United States","N"
4765,"Semos","NA","","SME","SEMICH","Kazakhstan","N"
4766,"Smalandsflyg","NA","","SMF","GORDON","Sweden","N"
4767,"Smithair","NA","","SMH","SMITHAIR","United States","N"
4768,"Semeyavia","NA","","SMK","ERTIS","Kazakhstan","N"
4769,"Smith Air (1976)","NA","","SML","SMITH AIR","Canada","N"
4770,"Summit Airlines","NA","","SMM","SUMMIT-AIR","United States","N"
4771,"Samar Air","NA","","SMQ","SAMAR AIR","Tajikistan","N"
4772,"Somon Air","NA","","SMR","SOMON AIR","Tajikistan","N"
4773,"Skyline","NA","","SMT","SKYLIMIT","Nigeria","N"
4774,"Servicios Aerecs Del Sol","NA","","AOS"," S.A. de C.V.","AEROSOL","N"
4775,"Senator Aviation Charter","NA","","SNA","SENATOR","Germany","N"
4776,"Sterling Airlines","NA","NB","SNB","STERLING","Denmark","Y"
4777,"Servicios Aereos De Nicaragua (SANSA)","NA","","SNE","SANSA","Nicaragua","N"
4778,"Shans Air","NA","","SNF","SHANS AIR","Russia","N"
4779,"Senair Services","NA","","SNH","SENSERVICE","Senegal","N"
4780,"Savanah Airlines","NA","","SNI","SAVANAHLINE","Nigeria","N"
4781,"Skynet Asia Airways","NA","6J","SNJ","NEWSKY","Japan","Y"
4782,"Southeast Airlines (Sun Jet International)","NA","","SNK","SUN KING","United States","N"
4783,"Soonair Lines","NA","","SNL","SOONAIR","United States","N"
4784,"Servizi Aerei","NA","","SNM","SERVIZI AEREI","Italy","N"
4785,"Sun Pacific International","NA","","SNP","SUN PACIFIC","United States","N"
4786,"Sun Quest Executive Air Charter","NA","","SNQ","EXECU-QUEST","United States","N"
4787,"Societe Centrafricaine De Transport Aerien","NA","","SNS","","Central African Republic","N"
4788,"Suncoast Aviation","NA","","SNT","SUNCOAST","United States","N"
4789,"Snunit Aviation","NA","","SNU","","Israel","N"
4790,"Sudanese States Aviation","NA","","SNV","SUDANESE","Sudan","N"
4791,"Sun West Airlines","NA","","SNW","SUN WEST","United States","N"
4792,"Sun Air Aviation Services","NA","","SNX","SUNEX","Canada","N"
